id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
AKE-54154742-I-602671-j1,Will Rolin,Negative,0,10/22/2020,22,Billing Question,Los Angeles,California,Email,Within SLA,29,Baltimore/MD
AKE-56396925-x-686125-7Y,Lodovico Morrallee,Very Positive,0,10-06-2020,6,Payments,Denver,Colorado,Call-Center,Within SLA,9,Baltimore/MD
AKF-19066622-4-439765-NW,Austina Ianelli,Very Negative,0,10/14/2020,14,Billing Question,Lakeland,Florida,Web,Below SLA,11,Los Angeles/CA
AKF-33777260-W-879845-Aw,Koressa Colquite,Negative,0,10-04-2020,4,Billing Question,Long Beach,California,Web,Within SLA,10,Los Angeles/CA
AKF-48477787-c-292058-8C,Obediah Jerzycowski,Neutral,6,10-09-2020,9,Billing Question,Raleigh,North Carolina,Call-Center,Within SLA,34,Baltimore/MD
AKH-08886725-y-872864-Ur,Odele Andriuzzi,Negative,3,10-05-2020,5,Billing Question,Toledo,Ohio,Email,Within SLA,14,Baltimore/MD
AKH-09188149-F-181266-cl,Abel Rawsthorne,Very Negative,1,10/24/2020,24,Billing Question,Cincinnati,Ohio,Call-Center,Within SLA,8,Chicago/IL
AKJ-52995407-g-492649-i4,Torin Doyle,Negative,5,10-05-2020,5,Service Outage,Baltimore,Maryland,Email,Within SLA,11,Los Angeles/CA
AKK-45900153-S-700408-eI,Gayla Harmstone,Neutral,0,10/24/2020,24,Service Outage,New York City,New York,Chatbot,Below SLA,18,Denver/CO
AKK-54459521-f-016145-Vi,Kelila O'Neary,Very Positive,9,10-12-2020,12,Billing Question,Fort Worth,Texas,Email,Within SLA,38,Denver/CO
AKK-73890460-i-828015-iO,Allister Ealam,Negative,0,10/25/2020,25,Billing Question,Stockton,California,Chatbot,Below SLA,30,Los Angeles/CA
AKL-16280670-2-536158-qS,Hastings Huckleby,Very Negative,0,10-01-2020,1,Billing Question,Houston,Texas,Email,Below SLA,14,Chicago/IL
AKL-29259747-b-463420-ZJ,Kimmy Spinke,Very Negative,0,10/30/2020,30,Billing Question,Pueblo,Colorado,Web,Within SLA,17,Denver/CO
AKL-42476517-a-362058-cR,Cyrill Gatch,Negative,4,10-03-2020,3,Billing Question,Nashville,Tennessee,Chatbot,Within SLA,29,Chicago/IL
AKL-70569895-H-610941-s5,Toni Osmint,Very Negative,1,10/21/2020,21,Billing Question,San Francisco,California,Chatbot,Below SLA,10,Baltimore/MD
AKM-12040878-H-432388-vt,Roddy Wootton,Negative,4,10/25/2020,25,Billing Question,New York City,New York,Call-Center,Below SLA,40,Los Angeles/CA
AKM-47164308-L-055121-oV,Rutledge Flecknell,Neutral,6,10/26/2020,26,Service Outage,Sacramento,California,Web,Within SLA,45,Los Angeles/CA
AKM-79188466-8-061955-GZ,Tamra Pickworth,Negative,5,10-07-2020,7,Billing Question,Sacramento,California,Email,Below SLA,33,Baltimore/MD
AKM-82025257-X-004454-50,Tandie Spitell,Positive,9,10-06-2020,6,Payments,Spokane,Washington,Call-Center,Below SLA,29,Los Angeles/CA
AKN-61090163-N-836085-GG,Kerr Belsey,Negative,0,10-06-2020,6,Billing Question,Columbus,Ohio,Web,Within SLA,20,Baltimore/MD
AKN-63017415-o-719452-dK,Mattias Stych,Very Negative,0,10/26/2020,26,Billing Question,Buffalo,New York,Web,Below SLA,14,Los Angeles/CA
AKO-91957890-D-060078-1a,Jania Potier,Neutral,5,10/28/2020,28,Billing Question,Fairfax,Virginia,Email,Within SLA,32,Baltimore/MD
AKP-08392053-Z-267103-S7,Alika Keasley,Negative,0,10/17/2020,17,Billing Question,Charleston,South Carolina,Email,Above SLA,33,Los Angeles/CA
AKP-16532127-o-368477-7z,Tabbie De Vuyst,Very Negative,0,10-06-2020,6,Billing Question,Jamaica,New York,Email,Within SLA,29,Chicago/IL
AKP-81550731-9-173503-Aa,Torrie Thiolier,Negative,0,10/14/2020,14,Service Outage,Richmond,Virginia,Email,Within SLA,30,Chicago/IL
AKP-84425142-K-474632-Hs,Penrod Borrott,Very Negative,0,10/21/2020,21,Billing Question,Bloomington,Indiana,Web,Above SLA,40,Baltimore/MD
AKP-87356260-z-181341-UG,Hermione Cowtherd,Very Positive,9,10-09-2020,9,Billing Question,Duluth,Georgia,Email,Within SLA,39,Los Angeles/CA
AKQ-09547545-e-175473-al,Juanita Willetts,Neutral,0,10-04-2020,4,Billing Question,Tacoma,Washington,Chatbot,Within SLA,25,Los Angeles/CA
AKQ-87733760-Y-901918-ZX,Brnaby Loisi,Very Negative,0,10/24/2020,24,Billing Question,Schaumburg,Illinois,Email,Above SLA,6,Los Angeles/CA
AKR-56615628-r-550928-Ua,Querida Crocetti,Negative,0,10/22/2020,22,Billing Question,Hollywood,Florida,Web,Within SLA,21,Los Angeles/CA
AKR-65436919-i-749586-p4,Renaud Blakeslee,Positive,0,10-07-2020,7,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Within SLA,8,Baltimore/MD
AKR-66232136-w-877600-yO,Donnie Langfield,Neutral,0,10/27/2020,27,Billing Question,Washington,District of Columbia,Email,Within SLA,29,Los Angeles/CA
AKS-14139594-0-294993-qU,Brendan Nurden,Positive,0,10-08-2020,8,Billing Question,Orlando,Florida,Web,Below SLA,40,Chicago/IL
AKT-40842277-y-522988-0T,Ethel Payler,Very Positive,0,10-02-2020,2,Billing Question,Fresno,California,Email,Above SLA,18,Baltimore/MD
AKT-42097889-8-313108-8K,Raoul Ryott,Very Positive,9,10-12-2020,12,Billing Question,Dallas,Texas,Email,Within SLA,16,Los Angeles/CA
AKT-95215803-g-602379-T4,Jeffy Ramsdale,Very Positive,0,10-11-2020,11,Billing Question,Saint Paul,Minnesota,Web,Within SLA,36,Los Angeles/CA
AKU-11809230-l-295921-4R,Park Habert,Positive,0,10/27/2020,27,Billing Question,Washington,District of Columbia,Web,Within SLA,37,Los Angeles/CA
AKU-25502083-s-919745-TM,Itch Papa,Neutral,0,10/13/2020,13,Billing Question,Chandler,Arizona,Call-Center,Within SLA,12,Los Angeles/CA
AKU-71577853-W-120615-JM,Alix Rump,Neutral,6,10-02-2020,2,Billing Question,New York City,New York,Call-Center,Above SLA,5,Los Angeles/CA
AKV-24413224-o-937249-50,Jeffry Cobden,Neutral,7,10/20/2020,20,Billing Question,Waterloo,Iowa,Web,Below SLA,13,Chicago/IL
AKV-55955726-h-952278-6f,Caresa Planks,Negative,6,10-02-2020,2,Billing Question,Long Beach,California,Call-Center,Above SLA,40,Baltimore/MD
AKV-81375559-h-845814-ms,Irwin Chittim,Very Negative,0,10-05-2020,5,Billing Question,Laurel,Maryland,Chatbot,Within SLA,22,Los Angeles/CA
AKV-86996107-J-120734-iK,Tasha Board,Negative,6,10/14/2020,14,Service Outage,Fort Worth,Texas,Email,Within SLA,17,Baltimore/MD
AKW-19403279-K-422217-kr,Dore Woolens,Positive,0,10/22/2020,22,Billing Question,Reading,Pennsylvania,Web,Within SLA,25,Baltimore/MD
AKW-41325100-a-481029-WD,Rhodie Domingues,Neutral,0,10/21/2020,21,Payments,Chula Vista,California,Call-Center,Within SLA,12,Chicago/IL
AKW-52470370-I-241994-I1,Flemming Colville,Negative,0,10/22/2020,22,Billing Question,Columbus,Georgia,Call-Center,Within SLA,12,Chicago/IL
AKW-55851126-N-214319-E2,Xerxes Peerless,Positive,7,10-06-2020,6,Billing Question,Albuquerque,New Mexico,Web,Within SLA,21,Denver/CO
AKX-79677073-1-804727-AO,Daria Sands-Allan,Neutral,0,10/21/2020,21,Billing Question,Arlington,Texas,Call-Center,Above SLA,27,Los Angeles/CA
AKY-36179461-X-956633-ty,Van Vasyunin,Neutral,5,10-07-2020,7,Billing Question,Carol Stream,Illinois,Email,Below SLA,30,Los Angeles/CA
AKZ-06816409-z-430807-mU,Aridatha Vatini,Very Positive,0,10/13/2020,13,Payments,Louisville,Kentucky,Call-Center,Below SLA,21,Baltimore/MD
AKZ-34257226-3-362145-E1,Dorella Cordery,Negative,6,10/25/2020,25,Billing Question,Roanoke,Virginia,Call-Center,Within SLA,20,Los Angeles/CA
AKZ-74297857-2-857061-nu,Sanson Chanders,Negative,0,10/29/2020,29,Billing Question,Davenport,Iowa,Web,Above SLA,8,Los Angeles/CA
ALB-29524025-J-287042-yJ,Lethia Yanshonok,Negative,0,10/14/2020,14,Payments,Jacksonville,Florida,Call-Center,Within SLA,5,Chicago/IL
ALB-52229088-b-483405-T2,Laurie Innerstone,Neutral,0,10/15/2020,15,Service Outage,Richmond,Virginia,Email,Below SLA,31,Baltimore/MD
ALB-86651735-L-867764-ps,Elvina Collison,Negative,0,10-07-2020,7,Payments,Newark,New Jersey,Call-Center,Within SLA,44,Baltimore/MD
ALB-88847517-q-521444-WP,Art Blanchard,Neutral,8,10-02-2020,2,Billing Question,Lynchburg,Virginia,Web,Within SLA,34,Los Angeles/CA
ALC-35533249-k-344400-eU,Ciro Gorstidge,Positive,8,10/24/2020,24,Billing Question,Miami,Florida,Chatbot,Within SLA,25,Baltimore/MD
ALC-42875045-F-195151-Wr,Nefen Fassum,Negative,3,10/28/2020,28,Billing Question,Milwaukee,Wisconsin,Email,Above SLA,37,Los Angeles/CA
ALD-65704599-Z-183665-0N,Cathyleen Lindberg,Negative,6,10-12-2020,12,Billing Question,Chicago,Illinois,Web,Above SLA,5,Los Angeles/CA
ALE-78634337-U-164512-Zn,Elli Mackleden,Very Positive,0,10/25/2020,25,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,10,Chicago/IL
ALF-27893646-K-352629-IA,Dayna Drei,Neutral,0,10-02-2020,2,Billing Question,Tampa,Florida,Chatbot,Within SLA,34,Los Angeles/CA
ALF-36699347-a-303651-PC,Dunn Hatherleigh,Positive,0,10/28/2020,28,Payments,Bradenton,Florida,Call-Center,Within SLA,39,Baltimore/MD
ALF-73194819-D-460347-t0,Laurice Drance,Very Negative,1,10-06-2020,6,Billing Question,Anchorage,Alaska,Email,Below SLA,20,Los Angeles/CA
ALG-02200154-E-574397-As,Lauri Legat,Negative,0,10-04-2020,4,Billing Question,Pompano Beach,Florida,Email,Below SLA,13,Chicago/IL
ALG-19278054-u-021573-Re,Domenico Murgatroyd,Negative,0,10/24/2020,24,Billing Question,Lansing,Michigan,Email,Within SLA,41,Baltimore/MD
ALG-59662676-o-400132-oS,Pryce Moggach,Neutral,0,10-11-2020,11,Payments,Charlotte,North Carolina,Call-Center,Within SLA,45,Denver/CO
ALG-86062902-o-396131-oi,Olag Davenhill,Negative,4,10-11-2020,11,Service Outage,Newark,New Jersey,Email,Below SLA,35,Los Angeles/CA
ALH-78590701-B-225904-68,Sunny Nansom,Very Negative,1,10/24/2020,24,Billing Question,Baltimore,Maryland,Call-Center,Below SLA,42,Baltimore/MD
ALH-93278643-E-644678-y5,Emeline Piddock,Positive,0,10/23/2020,23,Billing Question,Visalia,California,Call-Center,Within SLA,30,Los Angeles/CA
ALH-94158215-3-035840-Xh,Lenore Scoffins,Very Negative,0,10/13/2020,13,Billing Question,Portsmouth,Virginia,Web,Within SLA,35,Los Angeles/CA
ALJ-06390959-f-355218-VB,Christophe Morson,Negative,0,10/29/2020,29,Service Outage,Fresno,California,Web,Within SLA,27,Denver/CO
ALJ-28092999-k-021964-zv,Reina Grimmett,Negative,0,10/22/2020,22,Payments,Muncie,Indiana,Call-Center,Within SLA,38,Denver/CO
ALJ-91701626-z-608998-Qm,Libby Bront,Very Negative,0,10/17/2020,17,Payments,Sacramento,California,Call-Center,Within SLA,37,Los Angeles/CA
ALK-41337370-J-159996-N7,Peggie Grimshaw,Negative,0,10/29/2020,29,Billing Question,Johnson City,Tennessee,Web,Within SLA,12,Los Angeles/CA
ALM-42717707-y-233712-jM,Jaimie Blankett,Neutral,7,10/30/2020,30,Payments,Boston,Massachusetts,Call-Center,Below SLA,22,Los Angeles/CA
ALN-19195034-v-413912-31,Parsifal Fydo,Negative,0,10-10-2020,10,Payments,Daytona Beach,Florida,Call-Center,Above SLA,23,Los Angeles/CA
ALP-07052169-p-073214-AD,Rebeka Merrington,Positive,8,10/29/2020,29,Payments,Duluth,Minnesota,Call-Center,Within SLA,14,Baltimore/MD
ALR-64334270-B-854931-Qr,Stavro Gerhartz,Very Positive,0,10-11-2020,11,Billing Question,Las Vegas,Nevada,Web,Within SLA,44,Los Angeles/CA
ALS-38063569-s-477567-Bb,Harriett Vannoni,Negative,3,10-08-2020,8,Billing Question,Springfield,Illinois,Web,Within SLA,29,Chicago/IL
ALS-74428073-o-360816-MI,Ange Seago,Negative,0,10-09-2020,9,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,37,Denver/CO
ALS-99272391-n-113563-4z,Beatrice Riggulsford,Very Positive,0,10/15/2020,15,Billing Question,Huntington Beach,California,Email,Below SLA,10,Chicago/IL
ALT-63130064-a-267396-IE,Penny Harsnep,Very Negative,0,10/20/2020,20,Billing Question,Washington,District of Columbia,Web,Within SLA,31,Chicago/IL
ALW-29564461-f-660296-gn,Shani Hayes,Neutral,0,10/18/2020,18,Billing Question,Pompano Beach,Florida,Email,Within SLA,9,Chicago/IL
ALW-84564166-F-974123-OF,Jacklin Greenough,Negative,0,10/16/2020,16,Billing Question,Vero Beach,Florida,Email,Within SLA,41,Los Angeles/CA
ALW-96069209-F-588448-rs,Jemie Titcumb,Positive,0,10/29/2020,29,Billing Question,Albuquerque,New Mexico,Email,Below SLA,12,Los Angeles/CA
ALX-02791571-m-235685-yJ,Joni Theriot,Negative,4,10/27/2020,27,Service Outage,Gainesville,Florida,Email,Below SLA,39,Los Angeles/CA
ALX-05636322-V-509287-KX,Mozelle Pulhoster,Neutral,5,10/22/2020,22,Payments,Fort Worth,Texas,Call-Center,Below SLA,17,Los Angeles/CA
ALX-58322042-B-871982-Gt,Irina Downing,Very Negative,0,10/22/2020,22,Billing Question,Richmond,Virginia,Email,Within SLA,35,Baltimore/MD
ALX-71798742-e-777402-m6,Ardra Rupel,Negative,0,10/23/2020,23,Billing Question,Fort Wayne,Indiana,Chatbot,Within SLA,6,Los Angeles/CA
ALX-97504487-h-390441-6w,Ernie Dunsmore,Positive,8,10-07-2020,7,Billing Question,Salem,Oregon,Call-Center,Below SLA,42,Baltimore/MD
ALY-21338162-O-704336-P6,Ilysa Cathcart,Negative,0,10/18/2020,18,Billing Question,Beaumont,Texas,Email,Within SLA,37,Los Angeles/CA
ALY-59907312-l-938544-9D,Olag Rannie,Negative,0,10/28/2020,28,Billing Question,San Diego,California,Email,Within SLA,16,Baltimore/MD
ALY-85318796-W-486545-m0,Etta Richardt,Neutral,0,10-03-2020,3,Billing Question,Stockton,California,Email,Within SLA,44,Denver/CO
AMA-42228281-g-721000-TC,Baryram Feacham,Neutral,6,10-10-2020,10,Payments,Huntington,West Virginia,Call-Center,Below SLA,33,Denver/CO
AMA-84166640-J-364825-jb,Karlens Curston,Negative,5,10/13/2020,13,Payments,Charlotte,North Carolina,Call-Center,Below SLA,38,Los Angeles/CA
AMD-01447622-1-538007-Kn,Betsy Bugg,Very Negative,0,10/29/2020,29,Billing Question,Lexington,Kentucky,Chatbot,Within SLA,40,Chicago/IL
AME-26239606-2-904904-kA,Carlie Grissett,Negative,4,10/29/2020,29,Billing Question,Daytona Beach,Florida,Email,Above SLA,10,Baltimore/MD
AMF-21814318-D-767710-AB,Rolando Leal,Very Negative,0,10/13/2020,13,Payments,Topeka,Kansas,Call-Center,Above SLA,24,Denver/CO
AMF-40724077-O-166268-Xy,Demetra Swalwell,Negative,0,10/15/2020,15,Billing Question,Cheyenne,Wyoming,Call-Center,Within SLA,38,Los Angeles/CA
AMG-60393756-9-539565-0B,Joyous Simonite,Neutral,0,10/27/2020,27,Service Outage,Dallas,Texas,Chatbot,Below SLA,28,Baltimore/MD
AMG-62668121-W-407758-uT,Aubrey McGrowther,Positive,9,10-12-2020,12,Billing Question,New York City,New York,Chatbot,Below SLA,13,Chicago/IL
AMH-35242613-P-759172-w4,Ritchie Garwell,Negative,3,10/19/2020,19,Payments,Washington,District of Columbia,Call-Center,Below SLA,13,Los Angeles/CA
AMH-62351074-U-670285-sn,Jervis Crosseland,Neutral,0,10-06-2020,6,Service Outage,Anderson,Indiana,Email,Within SLA,30,Baltimore/MD
AMH-96419471-P-375007-tQ,Mira Andrusyak,Very Negative,0,10/15/2020,15,Service Outage,Chicago,Illinois,Chatbot,Above SLA,30,Chicago/IL
AMI-71857579-Y-401098-UO,Pace Cissen,Very Negative,0,10-01-2020,1,Billing Question,Wichita,Kansas,Web,Below SLA,34,Baltimore/MD
AMJ-19841046-K-051620-d7,Irita Cleef,Negative,5,10/15/2020,15,Billing Question,Tampa,Florida,Web,Within SLA,21,Baltimore/MD
AMK-66775240-o-718460-0Q,Luci Doog,Very Positive,0,10/29/2020,29,Billing Question,Washington,District of Columbia,Web,Below SLA,6,Baltimore/MD
AMK-87032076-D-215210-v0,Joycelin Jobson,Negative,4,10-10-2020,10,Billing Question,Brockton,Massachusetts,Email,Within SLA,27,Denver/CO
AML-00518995-m-877950-jt,Crysta Colquhoun,Neutral,6,10/27/2020,27,Service Outage,Seminole,Florida,Web,Within SLA,35,Baltimore/MD
AML-06307939-V-628821-aR,Carlin Screase,Negative,3,10/16/2020,16,Billing Question,Young America,Minnesota,Web,Within SLA,41,Los Angeles/CA
AML-23654090-i-700834-zx,Paula Fippe,Positive,0,10-11-2020,11,Billing Question,Orlando,Florida,Call-Center,Above SLA,34,Baltimore/MD
AML-61668528-c-910981-gA,Roselin Ullett,Neutral,0,10/27/2020,27,Billing Question,San Jose,California,Chatbot,Below SLA,10,Baltimore/MD
AML-76658806-B-642924-Je,Andre Baggaley,Neutral,5,10-03-2020,3,Billing Question,Young America,Minnesota,Web,Within SLA,17,Los Angeles/CA
AML-77370394-v-500446-5z,Lisle Bugs,Very Negative,4,10-10-2020,10,Billing Question,Washington,District of Columbia,Email,Within SLA,30,Baltimore/MD
AMM-37420365-a-169743-J4,Dare Carslaw,Very Negative,0,10/22/2020,22,Payments,Dallas,Texas,Call-Center,Below SLA,42,Los Angeles/CA
AMM-47446882-l-945495-cr,Berget Jeromson,Very Negative,0,10/21/2020,21,Billing Question,Oakland,California,Web,Above SLA,41,Denver/CO
AMM-57485122-3-352457-ux,Basilius Fraulo,Very Positive,0,10/24/2020,24,Billing Question,Santa Clara,California,Email,Within SLA,10,Chicago/IL
AMN-01872235-S-613885-kK,Spence Udall,Very Positive,0,10/16/2020,16,Billing Question,Kansas City,Kansas,Web,Within SLA,45,Chicago/IL
AMN-27228740-7-502219-Zj,Jacenta Nevett,Very Positive,9,10-01-2020,1,Billing Question,Sioux City,Iowa,Email,Below SLA,28,Baltimore/MD
AMP-25327736-W-844001-Y3,Yardley Campbell,Negative,3,10/25/2020,25,Billing Question,Punta Gorda,Florida,Call-Center,Within SLA,39,Los Angeles/CA
AMP-57335774-V-433692-Ms,Griff Comley,Negative,0,10-01-2020,1,Payments,Shawnee Mission,Kansas,Call-Center,Above SLA,44,Los Angeles/CA
AMP-90313573-l-166579-nu,Carmelia Kidwell,Neutral,7,10/19/2020,19,Billing Question,Anderson,South Carolina,Email,Within SLA,14,Los Angeles/CA
AMQ-64308175-O-941523-Q8,Sada Nineham,Neutral,0,10-06-2020,6,Payments,Peoria,Illinois,Call-Center,Within SLA,24,Denver/CO
AMT-07508514-t-505384-RE,Mitchell Burstowe,Negative,0,10-01-2020,1,Payments,Dallas,Texas,Call-Center,Within SLA,27,Los Angeles/CA
AMT-66988788-u-715738-84,Marc Siegertsz,Negative,0,10-12-2020,12,Payments,Las Vegas,Nevada,Call-Center,Within SLA,28,Denver/CO
AMU-12494806-9-634045-VB,Vanni Sygrove,Very Negative,0,10/17/2020,17,Billing Question,San Francisco,California,Call-Center,Within SLA,12,Los Angeles/CA
AMU-35692896-5-759051-a6,Hoyt Minichi,Negative,0,10/18/2020,18,Billing Question,Topeka,Kansas,Email,Within SLA,10,Los Angeles/CA
AMU-99023429-4-724398-Im,Etti Rabbitt,Negative,4,10/29/2020,29,Billing Question,Lexington,Kentucky,Call-Center,Within SLA,18,Baltimore/MD
AMV-41758456-2-872428-K1,Durant Deverall,Positive,7,10-12-2020,12,Service Outage,Flushing,New York,Email,Within SLA,41,Los Angeles/CA
AMW-72978075-T-077134-MB,Louisa Soal,Very Negative,1,10-09-2020,9,Billing Question,Sacramento,California,Email,Within SLA,41,Los Angeles/CA
AMW-76809505-x-485090-BR,Doy Delia,Neutral,0,10/16/2020,16,Billing Question,Knoxville,Tennessee,Call-Center,Above SLA,43,Los Angeles/CA
AMX-20626327-s-516734-3B,Pru Edy,Very Negative,0,10-12-2020,12,Billing Question,Lancaster,Pennsylvania,Chatbot,Below SLA,37,Los Angeles/CA
AMX-92436664-u-608095-AC,Hobie Kingsworth,Negative,3,10-05-2020,5,Billing Question,Portland,Oregon,Email,Below SLA,5,Baltimore/MD
AMY-39053226-2-894802-3k,Jeanne Colville,Positive,9,10-05-2020,5,Payments,Marietta,Georgia,Call-Center,Within SLA,20,Los Angeles/CA
AMZ-58495067-y-910635-E5,Drucie Olrenshaw,Positive,7,10/15/2020,15,Billing Question,Miami,Florida,Email,Within SLA,25,Los Angeles/CA
AMZ-81246126-X-554387-KM,Lem Shankland,Very Negative,0,10/23/2020,23,Billing Question,Washington,District of Columbia,Email,Within SLA,40,Los Angeles/CA
ANA-56121336-6-698872-mV,Terza MacLleese,Very Positive,9,10-05-2020,5,Billing Question,Houston,Texas,Email,Below SLA,39,Chicago/IL
ANA-89041898-l-904030-Wq,Michaeline Firidolfi,Negative,0,10/19/2020,19,Billing Question,Evansville,Indiana,Chatbot,Below SLA,17,Los Angeles/CA
ANB-02769374-M-639505-D6,Tory Bickley,Negative,0,10-06-2020,6,Billing Question,Washington,District of Columbia,Email,Within SLA,19,Chicago/IL
ANB-96971130-O-616836-us,Evey Renad,Neutral,0,10/19/2020,19,Billing Question,Las Vegas,Nevada,Web,Within SLA,37,Chicago/IL
ANC-43703020-m-861774-3G,Garvin Pactat,Neutral,0,10-09-2020,9,Billing Question,Raleigh,North Carolina,Call-Center,Within SLA,32,Chicago/IL
ANC-57923924-x-249649-sG,Boyd Mcasparan,Very Negative,0,10/26/2020,26,Billing Question,Richmond,Virginia,Web,Below SLA,44,Baltimore/MD
ANC-58498158-j-765820-u4,Pavel Bazoge,Very Positive,9,10-12-2020,12,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,39,Los Angeles/CA
ANC-58579388-d-175168-pT,Cassandra Weatherburn,Very Positive,0,10-04-2020,4,Payments,Cincinnati,Ohio,Call-Center,Below SLA,29,Los Angeles/CA
ANC-71220790-6-672465-wn,Gilles Decker,Negative,0,10-06-2020,6,Billing Question,El Paso,Texas,Web,Below SLA,44,Denver/CO
ANC-77084196-g-682062-h5,Willdon Grene,Positive,9,10-05-2020,5,Service Outage,Pomona,California,Chatbot,Below SLA,39,Baltimore/MD
AND-11197133-H-206043-FB,Abrahan Sansum,Positive,7,10/13/2020,13,Billing Question,Birmingham,Alabama,Email,Within SLA,40,Los Angeles/CA
AND-39733170-l-001991-k9,Lanni Garoghan,Very Negative,1,10/17/2020,17,Payments,Albany,New York,Call-Center,Within SLA,34,Denver/CO
ANE-20777016-d-867038-al,Husein Aris,Positive,7,10-10-2020,10,Billing Question,Kent,Washington,Email,Below SLA,8,Denver/CO
ANE-37818826-5-278749-JS,Isacco Holleworth,Negative,6,10/23/2020,23,Billing Question,Huntington Beach,California,Chatbot,Below SLA,34,Los Angeles/CA
ANG-22531462-o-932625-I3,Janaye Gwin,Very Positive,0,10-02-2020,2,Billing Question,Grand Rapids,Michigan,Web,Within SLA,14,Baltimore/MD
ANG-60726029-q-441949-v1,Emelyne Sawday,Negative,0,10/16/2020,16,Payments,Houston,Texas,Call-Center,Below SLA,26,Los Angeles/CA
ANH-45642853-M-006366-uL,Heidie Hanson,Neutral,5,10/24/2020,24,Billing Question,Washington,District of Columbia,Chatbot,Below SLA,21,Baltimore/MD
ANH-62273957-p-168908-Qd,Zia Pennrington,Very Positive,10,10/19/2020,19,Payments,Allentown,Pennsylvania,Call-Center,Below SLA,14,Los Angeles/CA
ANJ-63132266-h-299162-bF,Caresse Dobsons,Negative,5,10/16/2020,16,Billing Question,Spokane,Washington,Call-Center,Below SLA,17,Baltimore/MD
ANK-01057765-H-869317-7p,Allie Trusler,Neutral,5,10-07-2020,7,Billing Question,Tucson,Arizona,Email,Above SLA,32,Chicago/IL
ANL-08060191-0-889981-Vx,Tobit Newcombe,Very Negative,0,10/16/2020,16,Billing Question,San Jose,California,Chatbot,Below SLA,14,Baltimore/MD
ANL-61289716-Y-862193-sT,Leighton Berardt,Neutral,0,10/28/2020,28,Billing Question,Albuquerque,New Mexico,Chatbot,Within SLA,17,Los Angeles/CA
ANM-58952162-S-545588-QP,Danit Weeden,Neutral,0,10-05-2020,5,Billing Question,Atlanta,Georgia,Call-Center,Within SLA,43,Los Angeles/CA
ANM-62748660-H-162335-MI,Hanan Glader,Positive,0,10/19/2020,19,Billing Question,Lubbock,Texas,Web,Above SLA,39,Los Angeles/CA
ANM-68429683-u-960564-x5,Byran Bart,Very Negative,0,10/28/2020,28,Billing Question,Fort Wayne,Indiana,Call-Center,Within SLA,26,Los Angeles/CA
ANM-95130406-x-627790-3s,Shirley Ferrero,Negative,0,10-11-2020,11,Billing Question,New York City,New York,Web,Below SLA,19,Los Angeles/CA
ANM-96312335-C-531753-zj,Catherina Fernao,Positive,9,10-08-2020,8,Billing Question,Spokane,Washington,Call-Center,Above SLA,8,Los Angeles/CA
ANN-94994056-n-559875-NU,Jacinta Klimkiewich,Negative,0,10/17/2020,17,Billing Question,Austin,Texas,Chatbot,Within SLA,15,Los Angeles/CA
ANO-60298364-U-335628-YP,Timoteo Gadie,Negative,3,10-06-2020,6,Payments,Cedar Rapids,Iowa,Call-Center,Within SLA,16,Chicago/IL
ANO-86308396-J-721664-JQ,Netty Meneer,Positive,0,10-12-2020,12,Billing Question,Charleston,West Virginia,Email,Within SLA,20,Baltimore/MD
ANR-12777545-E-722412-Hs,Laverna Tolemache,Neutral,0,10/23/2020,23,Billing Question,Bryan,Texas,Chatbot,Within SLA,42,Los Angeles/CA
ANR-35327090-J-004049-77,Keith Goodnow,Negative,0,10/18/2020,18,Service Outage,Colorado Springs,Colorado,Chatbot,Below SLA,19,Los Angeles/CA
ANR-51890754-K-241249-uF,Neale Probbin,Neutral,7,10/17/2020,17,Payments,Phoenix,Arizona,Call-Center,Within SLA,21,Los Angeles/CA
ANS-50077367-V-294504-wk,Callie Thirlaway,Negative,4,10-05-2020,5,Service Outage,Winston Salem,North Carolina,Chatbot,Within SLA,18,Los Angeles/CA
ANS-61326689-i-481722-VX,Selle Kilner,Negative,0,10/21/2020,21,Billing Question,Orlando,Florida,Call-Center,Above SLA,36,Los Angeles/CA
ANT-08253260-H-157138-PM,Marcel Mathissen,Negative,5,10/22/2020,22,Service Outage,Chicago,Illinois,Web,Above SLA,13,Los Angeles/CA
ANT-24796782-z-939735-QO,Garvin Benza,Neutral,5,10-04-2020,4,Billing Question,Saint Petersburg,Florida,Email,Within SLA,7,Baltimore/MD
ANT-91467204-d-137995-VR,Catrina Muffin,Negative,0,10-09-2020,9,Billing Question,Reston,Virginia,Email,Within SLA,36,Chicago/IL
ANU-88953951-v-660075-ed,Jacquie Winchurch,Neutral,0,10-01-2020,1,Service Outage,Fort Lauderdale,Florida,Chatbot,Within SLA,33,Los Angeles/CA
ANV-58483083-Y-388733-3Q,Grata Goodoune,Neutral,0,10/14/2020,14,Payments,Washington,District of Columbia,Call-Center,Within SLA,5,Baltimore/MD
ANW-23938967-T-179051-IR,Lyle Martonfi,Negative,0,10-01-2020,1,Billing Question,Jacksonville,Florida,Web,Within SLA,18,Baltimore/MD
